name,brand,category,color,price,price_old,RAM,ROM,percent,rating,sold
LG Gram 14Z90S Ultra 5 125H (14Z90S-G.AH55A5),LG,Laptop,Đen,28490000.0,28490000.0,RAM 16 GB,SSD 512 GB,0,0,0
LG Gram 14Z90S Ultra 7 155H (14Z90S-G.AH75A5),LG,Laptop,Đen,30990000.0,30990000.0,RAM 16 GB,SSD 512 GB,0,0,1
LG Gram 16Z90S Ultra 7 155H (16Z90S-G.AH76A5),LG,Laptop,Xám,39490000.0,39490000.0,RAM 16 GB,SSD 512 GB,0,0,0
LG Gram 17Z90S Ultra 7 155H (17Z90S-G.AH78A5),LG,Laptop,Đen,42990000.0,42990000.0,RAM 16 GB,SSD 1 TB,0,0,0
HP Elitebook 635 Aero G11 R5 8640U (A8WS6PT),HP,Laptop,Bạc,24490000.0,24490000.0,RAM 16 GB,SSD 512 GB,0,5,7
GIGABYTE AORUS 16X X6LAG i7 14650HX (9RX6LASGDDJIXDVN010),GIGABYTE,Laptop,Xám,39090000.0,39090000.0,RAM 16 GB,SSD 1 TB,0,0,0
Dell Inspiron 15 3530 i7 1355U (N5I7305W1),Dell,Laptop,Đen,22490000.0,22490000.0,RAM 16 GB,SSD 512 GB,0,5,3
Asus Vivobook 14 A1407CA Ultra 5 225H (LY008WS),Asus,Laptop,Bạc,21490000.0,21490000.0,RAM 16 GB,SSD 512 GB,0,0,2
Asus Vivobook S 16 S5606CA Ultra 5 225H (RI114WS),Asus,Laptop,Xanh Dương,26990000.0,26990000.0,RAM 16 GB,SSD 512 GB,0,0,1
Dell XPS 13 9350 Ultra 7 256V (XPSU7016W1),Dell,Laptop,Xám,56990000.0,56990000.0,RAM 16 GB,SSD 512 GB,0,0,1
Lenovo IdeaPad Slim 5 OLED 14IRH10 i5 13420H (83HR0001VN),Lenovo,Laptop,Xám,22690000.0,22690000.0,RAM 32 GB,SSD 1 TB,0,0,1
Lenovo IdeaPad Slim 5 OLED 15ARP10 R7 7735HS (83J3001DVN),Lenovo,Laptop,Bạc,21190000.0,21190000.0,RAM 16 GB,SSD 512 GB,0,5,6
HP OmniBook Ultra Flip 14 fh0040TU Ultra 7 258V (B13VHPA),HP,Laptop,Xanh,53090000.0,53090000.0,RAM 32 GB,SSD 1 TB,0,0,0
Acer Predator Helios 18 AI PH18 73 98AQ Ultra 9 275HX (NH.QVWSV.001),Acer,Laptop,Đen,149990000.0,149990000.0,RAM 192 GB,SSD 6 TB,0,0,0
Acer Predator Helios 18 AI PH18 73 93P0 Ultra 9 275HX (NH.QVYSV.001),Acer,Laptop,Đen,99990000.0,99990000.0,N/A,N/A,0,0,0
Acer Predator Helios Neo 16S AI PHN16S 71 95MS Ultra 9 275HX (NH.QX7SV.002),Acer,Laptop,Đen,69990000.0,69990000.0,RAM 64 GB,SSD 2 TB,0,0,0
Acer Predator Helios Neo 16S AI PHN16S 71 94T0 Ultra 9 275HX (NH.QX7SV.001),Acer,Laptop,Đen,64490000.0,64490000.0,RAM 32 GB,SSD 2 TB,0,0,0
Asus Zenbook S16 UM5606KA R7 AI 350 (RK113WS),Asus,Laptop,Xám,40990000.0,40990000.0,RAM 24 GB,SSD 1 TB,0,0,0
Asus ROG Strix G16 G614JU i7 13650HX (N4450W),Asus,Laptop,Xám,36690000.0,36690000.0,RAM 16 GB,SSD 1 TB,0,0,0
Asus ROG Strix SCAR 16 G635LW Ultra 9 275HX (RW175W),Asus,Laptop,Đen,117990000.0,117990000.0,RAM 64 GB,SSD 4 TB,0,0,0
Asus ROG Strix SCAR 16 G635LX Ultra 9 275HX (RW179W),Asus,Laptop,Đen,141990000.0,141990000.0,RAM 64 GB,SSD 4 TB,0,0,0
Asus ROG Strix SCAR 18 G835LX Ultra 9 275HX (SA193W),Asus,Laptop,Đen,145990000.0,145990000.0,RAM 64 GB,SSD 4 TB,0,0,0
Asus ROG Zephyrus G16 GU605CX Ultra 9 285H (QR083W),Asus,Laptop,Xám,131990000.0,131990000.0,RAM 64 GB,SSD 2 TB,0,0,0
Lenovo Yoga Slim 7 OLED 14IMH9 Ultra 5 125H (83CV008EVN),Lenovo,Laptop,Xám,24990000.0,24990000.0,RAM 16 GB,SSD 1 TB,0,0,0
Lenovo Yoga Slim 9 OLED 14ILL10 Ultra 7 258V (83CX001AVN),Lenovo,Laptop,Titan xanh,56990000.0,56990000.0,RAM 32 GB,SSD 1 TB,0,0,0
Lenovo Ideapad Slim 5 OLED 14AKP10 R7 AI 350 (83HX001JVN),Lenovo,Laptop,Xám,26490000.0,26490000.0,RAM 32 GB,SSD 1 TB,0,0,0
Lenovo Ideapad Slim 5 OLED 14AKP10 R5 AI 340 (83HX001KVN),Lenovo,Laptop,Xám,22490000.0,22490000.0,RAM 24 GB,SSD 512 GB,0,0,0
Lenovo IdeaPad Slim 3 14IRH10 i7 13620H (83K00009VN),Lenovo,Laptop,Xám,19990000.0,19990000.0,RAM 24 GB,SSD 512 GB,0,0,0
Lenovo IdeaPad Slim 3 14IRH10 i7 13620H (83K00007VN),Lenovo,Laptop,Xám,18990000.0,18990000.0,RAM 16 GB,SSD 512 GB,0,0,0
